,idx,종목코드,회사명,현재가,발행주식수,자사주,매출_16,매출_17,매출_18,매출_19,매출_20,매출_21,매출_22,매출_23,영이_16,영이_17,영이_18,영이_19,영이_20,영이_21,영이_22,영이_23,당순_16,당순_17,당순_18,당순_19,당순_20,당순_21,당순_22,당순_23,자산_16,자산_17,자산_18,자산_19,자산_20,자산_21,자산_22,자산_23,부채_16,부채_17,부채_18,부채_19,부채_20,부채_21,부채_22,부채_23,자본_16,자본_17,자본_18,자본_19,자본_20,자본_21,자본_22,자본_23,지배_16,지배_17,지배_18,지배_19,지배_20,지배_21,지배_22,지배_23,자본금_16,자본금_17,자본금_18,자본금_19,자본금_20,자본금_21,자본금_22,자본금_23,ROA_16,ROA_17,ROA_18,ROA_19,ROA_20,ROA_21,ROA_22,ROA_23,ROE_16,ROE_17,ROE_18,ROE_19,ROE_20,ROE_21,ROE_22,ROE_23,EPS_16,EPS_17,EPS_18,EPS_19,EPS_20,EPS_21,EPS_22,EPS_23,PER_16,PER_17,PER_18,PER_19,PER_20,PER_21,PER_22,PER_23,PBR_16,PBR_17,PBR_18,PBR_19,PBR_20,PBR_21,PBR_22,PBR_23,발주_16,발주_17,발주_18,발주_19,발주_20,발주_21,발주_22,발주_23
32,32,098120,마이크로컨텍솔 *,"10,700/ +200","8,312,766/ 0","27,154",272,270,257,344,393, , , ,-6,-18,-35,6,17, , , ,-2,-39,-45,8,11, , , ,447,413,358,380,427, , , ,37,44,39,47,82, , , ,410,369,319,334,345, , , ,406,367,319,331,344, , , ,42,42,42,42,42, , , ,-0.54,-8.96,-11.67,2.25,2.77, , , ,-0.41,-9.24,-12.82,2.77,3.32, , , ,-20,-430,-529,108,135, , , ,N/A,N/A,N/A,44.81,45.82, , , ,1.41,1.07,0.62,1.22,1.49, , , ,"8,313","8,313","8,313","8,313","8,313", , , 
33,33,083470,이엠앤아이 *,"1,390/ +0","27,424,515/ 0","2,000,000","1,244",968,185,74,102, , , ,-20,-25,-7,-32,-25, , , ,-31,-337,-488,272,-36, , , ,"1,035",698,323,99,177, , , ,568,550,638,54,122, , , ,467,148,-315,45,55, , , ,467,148,-315,45,55, , , ,105,106,124,87,112, , , ,-3.19,-38.95,-95.53,129.02,-26.36, , , ,-6.71,-109.80,완전잠식,완전잠식,-72.69, , , ,"-6,307","-67,250","-91,857","10,838",-179, , , ,N/A,N/A,N/A,0.13,N/A, , , ,0.13,0.16,N/A,5.33,5.68, , , ,496,503,584,"17,425","22,425", , , 
34,34,100090,삼강엠앤티 *,"17,150/ -250","36,574,368/ 0",0,"1,731","1,231","1,440","3,845","4,272","5,061","6,520","7,280",105,-210,-353,-206,290,390,535,628,32,963,-602,-371,122,285,376,431,"2,383","5,305","5,381","6,279","6,600","6,783","7,068","7,576","1,653","2,811","3,124","4,322","4,263","4,177","4,108","4,211",730,"2,494","2,257","1,958","2,337","2,606","2,960","3,365",730,"1,615","1,492","1,345","1,686","1,955","2,309","2,715",84,84,132,139,175,175,175,175,1.26,25.04,-11.26,-6.37,1.90,4.26,5.43,5.89,4.88,82.89,-29.18,-15.40,5.54,14.77,16.60,16.16,204,"5,478","-1,969",-784,240,735,968,"1,110",24.92,0.92,N/A,N/A,89.56,23.32,17.72,15.45,1.24,0.55,0.81,0.93,4.46,3.21,2.72,2.31,"17,740","17,740","26,425","27,863","35,093", , , 
35,35,101390,아이엠 *,"1,465/ -85","67,189,883/ 0",0,"1,924","2,494","1,911","2,022","1,463", , , ,-109,12,-35,-74,-71, , , ,-158,-37,-186,-202,-125, , , ,"1,477","1,362","1,221","1,174",791, , , ,961,887,750,847,575, , , ,515,474,471,327,216, , , ,513,473,469,325,214, , , ,113,113,188,211,211, , , ,-10.27,-2.59,-14.44,-16.89,-12.73, , , ,-29.44,-7.48,-39.59,-50.93,-46.43, , , ,-744,-152,-605,-501,-296, , , ,N/A,N/A,N/A,N/A,N/A, , , ,1.40,1.24,0.90,1.30,1.41, , , ,"24,300","24,300","37,572","42,223","42,223", , , 
36,36,076080,웰크론한텍 *,"4,095/ -65","20,816,746/ 0","39,840","1,323","2,519","2,643","2,708","2,011", , , ,-13,24,34,-58,37, , , ,-7,-50,2,-207,5, , , ,"1,878","2,117","2,254","1,539","1,445", , , ,940,"1,167","1,253",896,807, , , ,938,950,"1,002",643,638, , , ,615,667,661,651,646, , , ,90,97,97,100,100, , , ,-0.40,-2.50,0.11,-10.91,0.35, , , ,-0.06,-1.53,-1.59,-2.99,0.92, , , ,-2,-54,-55,-98,30, , , ,N/A,N/A,N/A,N/A,123.06, , , ,0.76,0.92,0.54,0.59,1.12, , , ,"18,021","19,363","19,363","19,980","19,980", , , 
37,37,101670,코리아에스이 *,"2,095/ +10","18,900,000/ 0","1,750,000",147,156,143,133,130, , , ,9,-8,-29,-26,-35, , , ,9,37,-27,-21,-82, , , ,323,415,390,355,298, , , ,24,35,41,30,54, , , ,298,380,349,326,244, , , ,298,331,311,302,258, , , ,38,38,38,38,38, , , ,2.78,9.95,-6.74,-5.75,-24.97, , , ,3.02,12.23,-5.38,-2.17,-15.76, , , ,48,203,-91,-35,-234, , , ,46.87,8.04,N/A,N/A,N/A, , , ,1.31,0.86,0.96,0.95,0.80, , , ,"18,900","18,900","18,900","18,900","18,900", , , 
38,38,094840,슈프리마에이치큐 *,"9,090/ -270","10,471,840/ 0",0,305,275,321,262,263, , , ,35,26,73,20,43, , , ,39,47,73,82,69, , , ,"1,252","1,293","1,436","1,744","1,816", , , ,69,66,88,107,111, , , ,"1,183","1,227","1,348","1,637","1,705", , , ,"1,169","1,212","1,301","1,459","1,521", , , ,52,52,52,52,52, , , ,3.64,3.66,5.38,5.18,3.85, , , ,3.84,3.95,5.57,5.79,4.49, , , ,413,449,668,763,638, , , ,20.47,12.63,9.43,7.63,11.81, , , ,0.71,0.46,0.48,0.39,0.49, , , ,"10,472","10,472","10,472","10,472","10,472", , , 
39,39,063170,서울옥션 *,"20,000/ -400","16,917,500/ 0","4,451",509,542,620,451,289,771,935,"1,115",96,64,88,-46,-4,152,183,220,66,31,71,-87,-27,124,141,171,"1,316","1,543","2,053","1,728","1,480","1,928","2,073","2,250",590,821,"1,272","1,042",828,"1,159","1,169","1,181",726,723,781,686,652,769,904,"1,069",715,704,759,686,652,769,904,"1,069",85,85,85,85,85,85,85,85,5.15,2.14,3.94,-4.62,-1.69,7.28,7.05,7.91,8.85,4.39,10.00,-9.25,-4.06,17.45,16.86,17.33,363,184,432,-395,-161,733,833,"1,011",26.84,48.14,20.36,N/A,N/A,27.29,24.00,19.79,2.19,1.97,1.83,1.31,1.78,4.10,3.52,3.01,"16,918","16,918","16,918","16,918","16,918", , , 
40,40,047560,이스트소프트 *,"17,100/ -100","11,163,782/ 0","14,704",505,585,647,689,836,994,"1,125","1,265",-26,-9,20,-28,59,97,137,184,-23,-29,20,-161,71, , , ,822,769,931,"1,346","1,500", , , ,502,518,663,801,816, , , ,320,251,268,545,684, , , ,303,231,240,379,402, , , ,49,49,49,49,49, , , ,-3.04,-3.69,2.34,-14.14,5.02, , , ,-9.36,-12.67,6.96,-36.66,15.70,15.67, , ,-278,-342,166,"-1,146",619,564,833,"1,156",N/A,N/A,37.85,N/A,14.47,30.30,20.53,14.80,2.87,2.72,2.29,1.67,1.84, , , ,"9,899","9,899","9,899","9,899","9,899", , , 
41,41,096240,청담러닝 *,"33,050/ -850","7,473,826/ 0","477,891","1,386","1,474","1,527","1,750","1,800","2,152","2,499","2,596",17,140,158,226,169,384,486,505,-199,68,102,112,86,278,360,370,"1,490","1,456","1,663","1,934","2,096","2,300","2,568","2,650",728,619,771,"1,059","1,063","1,075","1,086","1,106",762,837,892,875,"1,033","1,225","1,482","1,544",569,598,662,658,804,988,"1,274", ,34,35,38,38,38,38,38,38,-14.52,4.63,6.52,6.23,4.29,12.65,14.79,14.18,-40.00,6.57,11.47,12.06,9.22,24.55,26.08,22.61,"-3,243",550,967,"1,037",882,"2,944","3,947","3,853",N/A,29.27,19.09,18.08,22.78,11.23,8.37,8.58,1.79,1.56,1.79,1.83,1.87,2.50,1.94, ,"6,897","7,039","7,675","7,675","7,474", , , 
42,42,101160,월덱스 *,"26,750/ -250","16,510,993/ 0",0,695,888,"1,055","1,174","1,557","1,949","2,284","2,845",37,114,220,234,358,460,550,695,5,69,175,194,218,372,424, ,"1,148","1,098","1,318","1,497","1,703", , , ,685,566,608,602,615, , , ,464,532,710,895,"1,088", , , ,464,533,711,897,"1,090", , , ,79,83,83,83,83, , , ,0.43,6.15,14.51,13.80,13.62,21.82, , ,1.23,13.94,28.23,24.22,21.96,35.14, , ,34,421,"1,064","1,180","1,321","2,320","2,859","3,507",84.91,15.11,4.61,7.02,13.32,11.53,9.36,7.63,0.97,1.97,1.14,1.52,2.67, , , ,"15,842","16,511","16,511","16,511","16,511", , , 
43,43,099320,쎄트렉아이 *,"54,900/ -600","9,085,607/ 0","16,000",342,428,461,702,892, , , ,32,54,56,92,137, , , ,32,54,51,74,119, , , ,692,706,777,963,"1,075", , , ,188,158,192,318,337, , , ,504,548,585,645,738, , , ,504,548,580,638,731, , , ,18,18,18,36,36, , , ,4.95,7.72,6.83,8.46,11.64, , , ,6.63,10.76,8.23,11.74,17.32, , , ,449,779,639,984,"1,631", , , ,40.70,26.94,19.52,19.77,19.62, , , ,2.61,2.74,1.52,2.15,3.06, , , ,"7,268","7,268","7,268","7,268","7,268", , , 
44,44,064480,브리지텍 *,"4,965/ -185","11,952,500/ 0","5,123",552,302,465,356,443, , , ,82,-47,7,-39,17, , , ,79,-36,21,-32,9, , , ,626,519,561,423,426, , , ,135,88,167,94,89, , , ,491,431,394,329,336, , , ,491,431,394,329,336, , , ,62,62,62,62,62, , , ,12.74,-6.35,3.82,-6.45,2.04, , , ,17.21,-7.89,5.01,-8.77,2.60, , , ,664,-304,173,-266,72, , , ,10.44,N/A,17.16,N/A,51.80, , , ,1.69,1.67,0.90,1.11,1.30, , , ,"11,953","11,953","11,953","11,953","11,953", , , 
45,45,098460,고영 *,"25,300/ -300","68,654,755/ 0","4,836,163","1,718","2,034","2,382","2,221","1,795","2,541","2,879","3,279",332,437,460,333,158,443,551,631,297,267,423,296,92,406,477,542,"1,951","2,052","2,791","3,055","3,026","3,435","3,773","4,267",379,439,532,618,565,639,676,716,"1,573","1,613","2,259","2,437","2,461","2,796","3,097","3,551","1,569","1,613","2,259","2,437","2,461","2,796","3,097","3,551",68,68,68,69,69,70,70,70,16.79,13.36,17.47,10.11,3.01,12.57,13.23,13.48,20.61,16.76,21.86,12.59,3.74,15.46,16.18,16.31,435,390,618,432,133,592,694,789,20.80,42.32,26.69,48.87,157.37,42.75,36.44,32.05,3.67,5.96,4.77,5.61,5.54,5.91,5.36,4.70,"68,345","68,430","68,440","68,590","68,655", , , 
46,46,067000,조이시티 *,"11,700/ +100","45,254,897/ 0","3,232,000",725,922,872,"1,031","1,654","2,372","3,252","3,708",31,-27,-54,85,205,314,536,645,-53,-115,-79,-19,117,277,478,524,588,506,552,649,"1,113","1,376","1,903","2,453",135,167,287,399,334,319,365,386,453,339,265,250,778,"1,057","1,538","2,067",453,339,266,258,781,"1,050","1,530","2,025",59,59,59,59,77,168,168,168,-7.87,-20.99,-15.01,-3.16,13.28,22.23,29.13,24.07,-9.40,-29.01,-25.69,-4.91,21.79,30.34,37.14,29.74,-157,-337,-228,-38,272,617,"1,059","1,168",N/A,N/A,N/A,N/A,40.44,18.95,11.05,10.02,3.45,2.75,2.36,1.88,4.74,4.08,2.98,2.33,"34,040","34,040","34,040","34,040","44,435", , , 
47,47,018620,우진비앤지 *,"2,620/ -30","28,889,293/ 0","6,653",278,264,306,326,395, , , ,1,-34,-48,20,7, , , ,2,-42,-66,-136,-9, , , ,581,606,600,851,776, , , ,360,376,335,464,356, , , ,221,230,265,387,420, , , ,221,230,265,273,298, , , ,54,60,81,130,138, , , ,0.35,-7.06,-10.99,-18.67,-1.10, , , ,0.80,-18.55,-26.77,-47.55,-7.23, , , ,12,-260,-353,-512,-75, , , ,471.76,N/A,N/A,N/A,N/A, , , ,3.74,2.74,1.33,2.33,2.66, , , ,"15,141","16,121","19,012","25,967","27,593", , , 
48,48,095610,테스 *,"31,500/ -750","19,768,226/ 0","20,000","1,789","2,758","2,871","1,784","2,460","3,785","4,034","3,674",364,633,578,117,317,726,822,694,313,543,424,97,300,595,656,540,"1,848","2,425","2,418","2,479","2,749","3,351","3,904","4,358",367,529,294,330,384,504,503,518,"1,482","1,896","2,124","2,149","2,365","2,847","3,401","3,840","1,481","1,896","2,124","2,149","2,365","2,849","3,402","3,840",97,99,99,99,99,100,100,100,20.46,25.40,17.52,3.98,11.48,19.50,18.09,13.06,25.85,32.17,21.09,4.56,13.30,22.80,20.98,14.90,"1,754","2,772","2,145",493,"1,519","3,007","3,316","2,729",15.28,13.78,5.66,50.68,19.53,10.48,9.50,11.54,3.51,3.77,1.04,2.13,2.25,2.02,1.71,1.53,"19,406","19,768","19,768","19,768","19,768", , , 
49,49,053280,예스24 *,"13,150/ -650","25,000,000/ 0",0,"4,210","4,568","5,064","4,987","6,156","9,034","9,600","10,534",12,-9,-18,66,88,140,165,212,7,-3,-54,-2,-1,97,120,171,"1,872","2,023","2,044","2,399","3,608","4,420","4,654","5,033","1,122","1,261","1,366","1,755","1,954","2,703","2,851","3,094",751,762,678,644,"1,654","1,717","1,803","1,939",738,751,671,639,"1,655","1,717","1,803","1,939",86,86,86,86,86,86,86,86,0.38,-0.14,-2.67,-0.08,-0.05,2.42,2.64,3.53,0.86,-0.10,-7.38,0.01,0.12,5.75,6.82,9.09,26,-3,-210,0,6,388,480,680,157.06,N/A,N/A,"24,403.42","1,779.92",33.89,27.40,19.34,1.38,1.26,1.23,2.01,1.54,1.91,1.82,1.70,"25,000","25,000","25,000","25,000","25,000", , , 
50,50,096870,엘디티 *,"6,000/ -300","6,678,400/ 0",0,76,93,72,70,121, , , ,-14,-10,3,-13,16, , , ,-24,-38,4,-14,13, , , ,172,117,121,118,139, , , ,26,8,8,19,27, , , ,146,109,113,99,112, , , ,146,109,113,99,112, , , ,33,33,33,33,33, , , ,-12.76,-26.05,3.60,-11.71,10.48, , , ,-15.15,-29.57,3.86,-13.22,12.78, , , ,-359,-564,64,-209,202, , , ,N/A,N/A,41.25,N/A,16.17, , , ,1.53,2.10,1.56,1.90,1.94, , , ,"6,678","6,678","6,678","6,678","6,678", , , 
51,51,059210,메타바이오메드 *,"3,040/ -90","23,862,351/ 0","17,957",658,653,526,594,472, , , ,40,23,-2,58,20, , , ,7,-40,-11,36,-41, , , ,"1,201","1,197",977,"1,033","1,079", , , ,672,724,464,484,583, , , ,528,473,513,549,495, , , ,516,460,500,533,480, , , ,109,109,119,119,119, , , ,0.64,-3.31,-1.02,3.56,-3.87, , , ,1.25,-8.41,-2.39,6.48,-8.09, , , ,29,-188,-49,140,-172, , , ,164.46,N/A,N/A,19.86,N/A, , , ,1.99,1.61,1.35,1.20,1.32, , , ,"21,874","21,874","23,862","23,862","23,862", , , 
52,52,097870,효성오앤비 *,"11,850/ -600","8,490,000/ 0",0,404,344,302,284,293, , , ,64,61,40,15,20, , , ,51,53,39,18,15, , , ,712,651,653,702,723, , , ,115,55,53,66,103, , , ,597,596,600,636,620, , , ,597,596,600,618,603, , , ,29,29,42,42,42, , , ,7.15,7.75,5.95,2.67,2.08, , , ,8.75,8.86,6.49,3.01,2.61, , , ,597,622,457,216,188, , , ,16.12,13.55,31.72,40.76,34.07, , , ,1.37,1.12,1.88,1.11,0.79, , , ,"8,490","8,490","8,490","8,490","8,490", , , 
53,53,087730,이엠네트웍스 *,"8,160/ +0","3,256,190/ 0","218,579",183,163,133,130,178, , , ,-20,-15,-36,-87,-88, , , ,-7,-21,-77,-917,-178, , , ,224,197,762,588,370, , , ,81,72,477,514,430, , , ,143,125,285,74,-61, , , ,143,125,285,51,-61, , , ,14,14,18,49,49, , , ,-2.93,-10.04,-16.17,-135.83,-37.07, , , ,-4.59,-15.77,-37.83,-539.27,완전잠식, , , ,-707,"-2,214","-7,240","-48,477","-5,452", , , ,N/A,N/A,N/A,N/A,N/A, , , ,1.89,2.64,6.98,18.26,N/A, , , ,953,953,"1,172","3,252","3,256", , , 
54,54,091440,텔레필드 *,"4,020/ -90","9,175,875/ 0",0,431,374,302,565,400, , , ,-17,9,-109,57,-58, , , ,-26,6,-128,49,-69, , , ,552,548,494,582,624, , , ,303,293,271,310,417, , , ,249,256,223,272,207, , , ,245,250,223,270,206, , , ,35,35,45,45,46, , , ,-5.06,1.16,-24.54,9.08,-11.40, , , ,-10.21,2.11,-52.20,19.28,-28.63, , , ,-379,75,"-1,357",522,-743, , , ,N/A,39.43,N/A,6.53,N/A, , , ,1.18,0.80,1.05,1.11,1.36, , , ,"6,957","6,957","9,097","9,097","9,176", , , 
55,55,096040,이트론 *,703/ +26,"524,598,748/ 0",0,242,156,85,290,413, , , ,-23,2,-44,-23,5, , , ,-98,-19,-62,-32,-91, , , ,579,531,470,"1,049","1,119", , , ,74,44,24,395,398, , , ,505,487,446,654,720, , , ,505,487,446,654,720, , , ,363,363,480,699,949, , , ,-18.98,-3.36,-12.45,-4.16,-8.44, , , ,-23.27,-3.76,-13.36,-5.74,-13.31, , , ,-83,-10,-29,-11,-19, , , ,N/A,N/A,N/A,N/A,N/A, , , ,2.02,1.09,0.98,1.41,1.84, , , ,"181,356","181,356","239,950","349,599","474,599", , , 
56,56,097780,에스맥 *,"1,330/ -25","283,260,138/ 0","3,750,000","1,395","1,682","1,414","1,680","2,201", , , ,-34,113,122,107,167, , , ,-40,78,85,-139,263, , , ,"1,832","1,977","3,417","3,498","4,422", , , ,824,607,"1,050","1,138",864, , , ,"1,008","1,371","2,367","2,360","3,558", , , ,"1,008","1,371","2,254","2,212","2,895", , , ,122,299,442,466,522, , , ,-2.49,4.12,3.14,-4.03,6.64, , , ,-4.50,6.59,4.01,-6.43,12.75, , , ,-39,56,34,-64,125, , , ,N/A,21.00,29.14,N/A,14.40, , , ,1.53,1.27,0.99,1.37,1.59, , , ,"120,782","149,576","220,938","232,930","261,146", , , 
57,57,096630,에스코넥 *,"2,350/ +15","66,167,999/ 0",0,"3,346","3,656","3,671","2,545","1,852", , , ,176,194,180,-147,-276, , , ,110,141,147,-122,-426, , , ,"1,783","1,690","1,771","1,621","1,644", , , ,"1,002",821,756,707,"1,126", , , ,781,870,"1,015",914,518, , , ,771,858,"1,000",903,470, , , ,131,131,131,131,131, , , ,6.55,8.11,8.52,-7.21,-26.12, , , ,14.73,17.11,15.47,-12.80,-59.88, , , ,162,214,220,-187,-630, , , ,14.99,10.12,7.45,N/A,N/A, , , ,1.86,1.51,0.98,1.14,2.27, , , ,"65,266","65,266","65,266","65,266","65,266", , , 
58,58,068330,일신바이오 *,"6,360/ +10","44,216,140/ 0",0,134,128,154,196,210, , , ,30,23,30,52,56, , , ,27,18,27,47,40, , , ,377,385,395,456,495, , , ,47,36,46,61,52, , , ,329,349,349,395,444, , , ,330,352,357,402,444, , , ,44,44,44,44,44, , , ,8.00,4.75,6.96,11.15,8.34, , , ,9.40,6.17,8.91,12.26,9.39, , , ,61,48,71,105,90, , , ,47.81,48.74,24.90,20.05,87.97, , , ,3.90,2.91,2.05,2.18,7.43, , , ,"44,216","44,216","44,216","44,216","44,216", , , 
59,59,093920,서원인텍 *,"7,360/ -20","18,600,000/ 0",0,"3,576","2,827","2,470","2,950","3,156", , , ,152,97,51,204,185, , , ,193,31,50,127,169, , , ,"2,272","1,969","1,923","2,014","2,086", , , ,623,432,391,405,367, , , ,"1,649","1,537","1,532","1,608","1,720", , , ,"1,648","1,536","1,531","1,606","1,718", , , ,93,93,93,93,93, , , ,8.57,1.48,2.55,6.44,8.26, , , ,11.86,1.92,3.15,7.97,10.08, , , ,"1,028",164,260,672,901, , , ,10.46,49.96,18.14,10.92,8.55, , , ,1.21,0.99,0.57,0.85,0.83, , , ,"18,600","18,600","18,600","18,600","18,600", , , 
60,60,067010,이씨에스 *,"8,190/ +440","12,294,000/ 0","717,512",557,619,634,704,748, , , ,26,26,14,35,48, , , ,27,29,19,39,49, , , ,528,583,596,633,673, , , ,114,150,158,185,188, , , ,414,432,438,448,485, , , ,414,432,438,448,485, , , ,38,38,38,68,68, , , ,4.64,5.31,3.19,6.28,7.52, , , ,6.59,6.97,4.33,8.72,10.53, , , ,179,197,125,276,399, , , ,14.81,12.11,17.77,14.64,17.90, , , ,0.91,0.79,0.73,1.11,1.81, , , ,"15,000","15,000","15,000","12,294","12,294", , , 
61,61,096350,대창솔루션 *,697/ -14,"163,761,009/ 0","81,630",493,428,517,652,475, , , ,-60,-80,-81,10,-112, , , ,-84,-113,-111,-48,-267, , , ,"1,465","1,373","1,513","1,565","1,246", , , ,882,811,"1,008",904,819, , , ,583,562,505,662,428, , , ,582,562,504,661,428, , , ,56,91,108,160,164, , , ,-5.57,-7.98,-7.70,-3.15,-18.97, , , ,-13.85,-19.80,-20.85,-8.25,-48.93, , , ,-135,-153,-111,-33,-165, , , ,N/A,N/A,N/A,N/A,N/A, , , ,0.45,0.38,1.62,0.93,1.77, , , ,"62,034","91,000","108,455","160,429","163,761", , , 
62,62,069920,아이에스이커머스 *,"3,545/ -85","25,826,362/ 0","735,000",786,365,349,209,294, , , ,-4,-14,-60,-47,-3, , , ,0,337,-131,-164,-97, , , ,888,970,815,790,719, , , ,423,214,191,295,314, , , ,464,756,624,495,405, , , ,350,756,624,499,410, , , ,128,128,128,128,129, , , ,0.03,36.28,-14.68,-20.50,-12.81, , , ,5.36,60.93,-18.99,-28.72,-20.91, , , ,70,"1,321",-514,-630,-368, , , ,63.07,2.80,N/A,N/A,N/A, , , ,3.22,1.25,1.57,2.12,2.33, , , ,"25,514","25,514","25,514","25,575","25,826", , , 
63,63,096610,알에프세미 *,"4,880/ -210","10,248,666/ 0","27,644",642,622,519,424,339, , , ,26,2,6,-8,-210, , , ,10,-14,2,-28,-203, , , ,901,936,"1,050","1,025",877, , , ,361,416,523,527,505, , , ,540,520,527,499,373, , , ,540,520,527,499,373, , , ,41,41,41,41,47, , , ,1.16,-1.50,0.22,-2.65,-21.35, , , ,1.94,-2.56,0.45,-5.37,-46.59, , , ,129,-167,29,-339,"-2,138", , , ,69.00,N/A,194.72,N/A,N/A, , , ,1.33,0.99,0.86,0.87,1.44, , , ,"8,121","8,121","8,121","8,121","9,495", , , 
64,64,092070,디엔에프 *,"30,200/ +300","10,761,828/ 0",50,582,744,742,588,951, , , ,121,151,148,52,118, , , ,104,132,141,22,144, , , ,939,"1,022","1,156","1,101","1,564", , , ,227,207,255,199,414, , , ,711,815,901,903,"1,150", , , ,711,815,901,903,"1,130", , , ,54,54,54,54,54, , , ,12.04,13.50,12.96,1.98,10.82, , , ,15.83,17.34,16.46,2.47,14.78, , , ,970,"1,230","1,312",207,"1,396", , , ,16.91,11.79,5.78,45.58,15.19, , , ,2.42,1.81,0.84,1.05,2.02, , , ,"10,762","10,762","10,762","10,762","10,762", , , 
